ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
10632,South Works Industrial,Steelworks Park (Park 523),3801 E 87th St,Chicago Park District,,"Steelworkers Park (Park 523) is located at 3801 E. 87th Street in the East Side Community Area. The requested $676,000 from South Works TIF funding will be used for removal of old debris remaining from the sites history as a steel plant, creating of a sculpture, fencing, fencing, water drinking fountain, lighting, benches, plantings, creating a climbing wall on the old ore walls, and driveway improvements. 

The park is a component to complete public ownership of the lakefront.

Funding sources:   $676,000 South Works Industrial TIF (100%) 

Project budget:
sculpture                $190,000
fencing                   $130,000
debris removal       $  56,000
utilities                    $180,000
climbing wall           $  60,000
grading                  $   20,000
surveys                  $   20,000
driveway                 $  20,000
Total =                   $ 676,000

TTF approved full amount, but not to include any costs for the sculpture.",09/10/2013,$676000,$676000,1202840.849846766,1848079.883318335,41.737847405,-87.532418773,"(41.737847405322036, -87.53241877253016)"
1470,Near North,Cleveland Towers,464 W Chicago Av,Chicago Cambridge L.P. and Near West Side Community Development Corp,579,"Construct 13-story 107-unit residential building including: community center and fitness center, 4130 sf retail, 59 parking spaces, Green Roof (25% roof area); 82 affordable units including: 62 (60% AMI), 15 (40% AMI), 5 (20% AMI)",08/08/2006,$3500000,$28685704,1172700.781045539,1905674.022620228,41.896607884,-87.641143508,"(41.896607883746874, -87.6411435076006)"
1013,Clark/Montrose,Black Ensemble Theater,4440 N Clark St,Black Ensemble Theater Corp.,148,"Located in the Uptown community, the project constructed a 299-seat performing arts theater with a small balcony.  The facility will also include a 150-seat training/educational theater, a small restaurant, office/administrative area, and 42 on-site parking spaces.",08/09/2005,$6000000,$13500000,1165646.848769726,1929752.728233517,41.962834442,-87.666363307,"(41.96283444151397, -87.66636330699929)"
1489,Central West,Rush University Medical Center,1611 W Harrison St,Rush University Medical Center,602,"Rush University Medical Center is a major medical center on the west side.  The project is a multi-phased expansion/rehabilitation of their campus, which includes: demolition and replacement of 7 obsolete structures; renovation of 7 buildings; design and construction of a new Patient Care Tower, a 213,000 square foot Ambulatory Care Center, parking structure, central energy plant, loading docks and a new emergency room.",01/08/2008,$75000000,$900701000,1165664.30540304,1897409.398864088,41.874081989,-87.667222759,"(41.874081988696005, -87.66722275934995)"
1758,Western/Ogden,IGA - CPD - Park 0400 - Claremont,2334 W Flournoy St,Chicago Park District,2111,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,10/03/2012,$250000,$500000,1160767.154284601,1897031.064533497,41.873146684,-87.685213307,"(41.87314668437623, -87.68521330710944)"
10727,Central West,IGA - CTA - Illinois Medical District Blue Line rehabilitation,430 S Damen Av,Chicago Transit Authority,,"An Intergovernmental Agreement between the City of Chicago and the Chicago Transit Authority
for Tax Increment Financing (TIF) assistance for Blue Line rehabilitation",03/05/2014,$23000000,$23000000,1163094.489163708,1897853.051423383,41.875353748,-87.676645454,"(41.875353748415776, -87.67664545418388)"
1257,Central Loop,332 S Michigan Ave,332 S Michigan Av,330 S Michigan Ave. LLC,45,"Located in the Loop, the project includes renovation and rehabilitation of the first 14 floors of the building.  The building  also upgrades the life and safety systems.",11/10/1998,$2030000,$23338030,1177304.173716761,1898741.00959086,41.877480177,-87.624446588,"(41.87748017697733, -87.62444658849093)"
1510,LaSalle Central,NAVTEQ,100 E Riverside Pz,NAVTEQ Corp.,627,"The NAVETQ project is located in the LaSalle Central TIF District. The economic development project consists of the rehabilitation of 200,000 square feet of office space and mezzanine. The rehabilitation project will facilitate the relocation of the NAVTEQ corporate headquarters from its previous location in the Merchandise Mart.",06/12/2007,$5000000,$28583483,,,,,
1461,Northwest Industrial Corridor,Brach's - 401 N Cicero,401 N Cicero Av,MLRP 401 Cicero LLC,408,Construct 520k sf LEED certified distribution / light industrial facility with 200 parking spaces,01/08/2008,$10600000,$42676609,1144336.565622997,1902310.796796983,41.887959508,-87.745405669,"(41.887959508176415, -87.74540566874559)"
1714,119th/I-57,IGA - CPD - Park 0373 - Blackwelder,11500 S Homewood Av,Chicago Park District,1148,"An intergovernmental agreement between the City of Chicago and the Chicago Park District for development costs for improvements and rehabilitation of the playground, water spray area, basketball court, and athletic fields.",11/17/2010,$1250000,$1250000,1165342.580053368,1828409.575894985,41.684744387,-87.670357135,"(41.6847443867158, -87.67035713459555)"
1366,Roseland/Michigan,Roseland Plaza,11500 S Michigan Av,Crown Commercial Real Estate & Development,205,"The Roseland Plaza project is located in the Roseland/Michigan TIF district. The project consist of the construction of a one-story retail development that includes, an Aldi grocery store, CVS/Pharmacy, a bank, a family restaurant, a general merchandise retail store and 41,000 square feet of additional retail space.",05/12/2009,$5000000,$16000000,1178837.453565142,1828709.280923862,41.685271223,-87.620947158,"(41.68527122290357, -87.62094715838595)"
1708,47th/King Drive,IGA - Harold Washington Cultural Center,4701 S Dr Martin Luther King Jr Dr,Board of Trustees Community College,1141,An intergovernmental agreement between the City of Chicago and the Public Building Commission,11/03/2010,$1468172,$1468172,1179692.144284714,1873912.719293182,41.809295204,-87.616439669,"(41.80929520397561, -87.61643966919897)"
1352,Fullerton/Milwaukee,Florsheim - Footwear Factory,3927 W Belmont Av,Footwear Factory Development Corp,185,"Located in the Logan Square community, the project rehabilitated a 6-story building into 175 condominium units, and includes 35 affordable units with 80-100% area median income.  The project will also include approximately 6,500 square feet of commercial space, 191 parking spaces, and a green roof that will total 50% of the roof area.",06/14/2005,$8500000,$55900000,1149797.369649868,1920953.644673518,41.939012832,-87.724865904,"(41.93901283171222, -87.72486590413378)"
1706,Fullerton/Milwaukee,Zapata Apts,3230 W Armitage Av,"Zapata Apartments, LP and Bickerdike Redevelopment Corp.",1136,"The Zapata Apartments project is located in the Fullerton/Milwaukee TIF District. The affordable housing project consists of new construction of six-one units on four different sites within the TIF district. The sites are located in the following locations: 3230 W. Armitage, 3503 W. Armitage, 1955 N. St. Louis, 3734 W. Cortland. The site on St. Louis will contain 3,700 square feet of commercial space.",05/10/2011,$4612967,$25073571,1154370.984515239,1913144.879696717,41.917494652,-87.708265808,"(41.91749465190184, -87.70826580784565)"
1677,47th/Halsted,IGA - CPD - Park 1025 - Taylor Lauridsen - II,647 W Root St,Chicago Park District,1069,An intergovernmental agreement between the City of Chicago and the Chicago Park District,04/13/2011,$150000,$150000,1172477.470772767,1877338.138295887,41.818856987,-87.642800683,"(41.81885698749905, -87.64280068275616)"
1317,Devon/Sheridan,Loyola U - Lakeshore,1032 W Sheridan Rd,Loyola University Chicago,122,"Located in the Rogers Park community, the project will rehabilitate buildings at Loyola University's Lake Shore Campus which include interior and exterior renovation of Mundelein Center, Piper Hall, Coffey Hall, and Flanner Hall.  The project will also include streetscape infrastructure improvements along Sheridan Road.",09/13/2005,$20400000,$85000000,1167927.906200052,1942706.518547222,41.998330957,-87.657601028,"(41.9983309570758, -87.65760102833097)"
1657,Stockyards I-C,Cedar Concepts,4100 S Packers Av,"Chemical Compositions, LLC",1043,"Planned for vacant land at 4100 S. Packers Ave., the 59,000-square-foot complex will manufacture lubricants and other ingredients that are used in a variety of personal care and household cleaning products. It will be developed and operated by Cedar Concepts, the only African-American, woman-owned chemical manufacturer in the country.",12/13/2011,$2250000,$12956698,1168109.214228889,1877557.218778496,41.819553382,-87.658818708,"(41.81955338178052, -87.65881870751213)"
1772,67th/Cicero,IGA - CPD - Park 0484 - Madigan Fields,4701 W 67th St,Chicago Park District,2126,Intergovernmental agreement between the City of Chicago and the Chicago Park District.,09/09/2009,$2824023,$2824023,1146192.523820768,1859722.22921691,41.771055325,-87.739670696,"(41.77105532538856, -87.73967069610723)"
1019,Midwest,Renaissance Place Apartments,3100 W Douglas Bv,"RPA L.P. and LCDC Safeway II, LLC",366,"Located in the North Lawndale community, Renaissance Place Apartments rehabilitated three, three-story walk-up brick buildings.  The project consists of 54 residential units which include a mix of two, three and four bedroom units.  The project will provide affordable units for households earning no more than 60 percent of the area median income.",03/13/2007,$2000000,$10767263,1155917.889714905,1893336.540810615,41.86310762,-87.703116935,"(41.86310761982402, -87.70311693515058)"
1502,Chicago/Central Park,Rosa Parks Apts,3215 W Huron St,Rosa Parks L.P and Bickerdike Redevelopment Corp,619,"New construction of 94 affordable rental units on eight scattered sites in the Humboldt Park neighborhood.  There will be a mix of two-flats, three-flats, six-flats and a four-story building within a four block radius. The project will provide one to four bedroom units of which 100 percent will be affordable for households earning no more than 60% of the area median income.  Of the units, fifty-five will be accessible and seven will be visitable.  There will also be 1:1 parking in the rear of the buildings where the areas will be paved, well-lit and appropriately landscaped.  There is an eighteen month construction period for this project.",05/13/2008,$3506624,$27147184,1154724.085947616,1904442.810773454,41.893608328,-87.707201867,"(41.89360832762634, -87.70720186660702)"
1237,Central Loop,IGA - CTA - Block 37,108 N State St,Chicago Transit Authority,11,"Located in the Loop, the Chicago Transit Authority constructed a new four level below grade structure for use as CTA station.  The station also includes 26,000 square feet of retail space and some off-block track improvements.",10/13/2006,$42350000,$158150000,1176312.759648502,1900898.416334522,41.883422637,-87.628021652,"(41.88342263701488, -87.62802165207536)"
1603,53rd Street,Harper Court Redevelopment,5211 S Harper Av,Harper Court Partners LLC,906,"Located in the Hyde Park community, the Harper Court redevelopment project consists of 150,000 square feet of office space, approximately 100,000 square feet of retail space, and 435 parking spaces.  The ground floor retail space will be leased to Chicago-based and national restaurants, entertainment, and apparel uses.  The project will also feature a heath club adding significant daytime and evening traffic to support the retail.",09/14/2010,$20045000,$111888037,1187217.296238536,1870857.37239495,41.80073555,-87.588936218,"(41.800735550150485, -87.58893621765584)"
1676,47th/Ashland,Goldblatt's Sr Living,4700 S Ashland Av,Goldblatts of Chicago L.P.; and AHC Ashland LLC,1068,"Located in the New City community, Goldblatt's Senior Living is a 101-unit supportive living facility for frail elderly aged 65 and over.  The existing building, formerly a Goldblatts department store, will have seventy studio apartments, sixteen one bedroom apartments, and fifteen two bedroom apartments.  The affordable rental project provides 91 units for households earning no more than 60 percent of the area median income.",04/12/2011,$2900000,$28310014,1166423.624284841,1873520.235394001,41.808511597,-87.665117292,"(41.8085115972472, -87.66511729173287)"
